regiao,sigla_uf,cod_macrorregiao_sus,nome_macrorregiao_sus,cod_microrregiao_sus,nome_microrregiao_sus,cod_sus,cod_ibge,nome_municipio
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11005,ZONA DA MATA,110001,1100015,ALTA FLORESTA D'OESTE
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11001,VALE DO JAMARI,110002,1100023,ARIQUEMES
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11006,CONE SUL,110003,1100031,CABIXI
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11002,CAFÉ,110004,1100049,CACOAL
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11006,CONE SUL,110005,1100056,CEREJEIRAS
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11006,CONE SUL,110006,1100064,COLORADO DO OESTE
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11006,CONE SUL,110007,1100072,CORUMBIARA
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11007,VALE DO GUAPORÉ,110008,1100080,COSTA MARQUES
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11002,CAFÉ,110009,1100098,ESPIGAO D'OESTE
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11004,MADEIRA-MAMORÉ,110010,1100106,GUAJARA-MIRIM
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11003,CENTRAL,110011,1100114,JARU
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,110012,1100122,JI-PARANA
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11001,VALE DO JAMARI,110013,1100130,MACHADINHO D'OESTE
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11005,ZONA DA MATA,110014,1100148,NOVA BRASILANDIA D'OESTE
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,110015,1100155,OURO PRETO DO OESTE
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11002,CAFÉ,110018,1100189,PIMENTA BUENO
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11004,MADEIRA-MAMORÉ,110020,1100205,PORTO VELHO
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,110025,1100254,PRESIDENTE MEDICI
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11001,VALE DO JAMARI,110026,1100262,RIO CRESPO
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11005,ZONA DA MATA,110028,1100288,ROLIM DE MOURA
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11005,ZONA DA MATA,110029,1100296,SANTA LUZIA D'OESTE
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11006,CONE SUL,110030,1100304,VILHENA
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,110032,1100320,SAO MIGUEL DO GUAPORE
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11004,MADEIRA-MAMORÉ,110033,1100338,NOVA MAMORE
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,110034,1100346,ALVORADA D'OESTE
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11005,ZONA DA MATA,110037,1100379,ALTO ALEGRE DOS PARECIS
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11001,VALE DO JAMARI,110040,1100403,ALTO PARAISO
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11001,VALE DO JAMARI,110045,1100452,BURITIS
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11005,ZONA DA MATA,110050,1100502,NOVO HORIZONTE DO OESTE
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11001,VALE DO JAMARI,110060,1100601,CACAULANDIA
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11001,VALE DO JAMARI,110070,1100700,CAMPO NOVO DE RONDONIA
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11004,MADEIRA-MAMORÉ,110080,1100809,CANDEIAS DO JAMARI
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11005,ZONA DA MATA,110090,1100908,CASTANHEIRAS
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11006,CONE SUL,110092,1100924,CHUPINGUAIA
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11001,VALE DO JAMARI,110094,1100940,CUJUBIM
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11003,CENTRAL,110100,1101005,GOVERNADOR JORGE TEIXEIRA
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11004,MADEIRA-MAMORÉ,110110,1101104,ITAPUA DO OESTE
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11002,CAFÉ,110120,1101203,MINISTRO ANDREAZZA
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,110130,1101302,MIRANTE DA SERRA
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11001,VALE DO JAMARI,110140,1101401,MONTE NEGRO
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,110143,1101435,NOVA UNIAO
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11005,ZONA DA MATA,110145,1101450,PARECIS
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11006,CONE SUL,110146,1101468,PIMENTEIRAS DO OESTE
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11002,CAFÉ,110147,1101476,PRIMAVERA DE RONDONIA
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11002,CAFÉ,110148,1101484,SAO FELIPE D'OESTE
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11007,VALE DO GUAPORÉ,110149,1101492,SAO FRANCISCO DO GUAPORE
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11007,VALE DO GUAPORÉ,110150,1101500,SERINGUEIRAS
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,110155,1101559,TEIXEIROPOLIS
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11003,CENTRAL,110160,1101609,THEOBROMA
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,110170,1101708,URUPA
NORTE,RO,1102,MACRORREGIAO I - PORTO VELHO,11003,CENTRAL,110175,1101757,VALE DO ANARI
NORTE,RO,1101,MACRORREGIONAL II (CACOAL),11003,CENTRAL,110180,1101807,VALE DO PARAISO
NORTE,AC,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,120001,1200013,ACRELANDIA
NORTE,AC,1201,MACRO UNICA - AC,12001,ALTO ACRE,120005,1200054,ASSIS BRASIL
NORTE,AC,1201,MACRO UNICA - AC,12001,ALTO ACRE,120010,1200104,BRASILEIA
NORTE,AC,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,120013,1200138,BUJARI
NORTE,AC,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,120017,1200179,CAPIXABA
NORTE,AC,1201,MACRO UNICA - AC,12003,JURUÁ E TARAUACÁ/ENVIRA,120020,1200203,CRUZEIRO DO SUL
NORTE,AC,1201,MACRO UNICA - AC,12001,ALTO ACRE,120025,1200252,EPITACIOLANDIA
NORTE,AC,1201,MACRO UNICA - AC,12003,JURUÁ E TARAUACÁ/ENVIRA,120030,1200302,FEIJO
NORTE,AC,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,120032,1200328,JORDAO
NORTE,AC,1201,MACRO UNICA - AC,12003,JURUÁ E TARAUACÁ/ENVIRA,120033,1200336,MANCIO LIMA
NORTE,AC,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,120034,1200344,MANOEL URBANO
NORTE,AC,1201,MACRO UNICA - AC,12003,JURUÁ E TARAUACÁ/ENVIRA,120035,1200351,MARECHAL THAUMATURGO
NORTE,AC,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,120038,1200385,PLACIDO DE CASTRO
NORTE,AC,1201,MACRO UNICA - AC,12003,JURUÁ E TARAUACÁ/ENVIRA,120039,1200393,PORTO WALTER
NORTE,AC,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,120040,1200401,RIO BRANCO
NORTE,AC,1201,MACRO UNICA - AC,12003,JURUÁ E TARAUACÁ/ENVIRA,120042,1200427,RODRIGUES ALVES
NORTE,AC,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,120043,1200435,SANTA ROSA DO PURUS
NORTE,AC,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,120045,1200450,SENADOR GUIOMARD
NORTE,AC,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,120050,1200500,SENA MADUREIRA
NORTE,AC,1201,MACRO UNICA - AC,12003,JURUÁ E TARAUACÁ/ENVIRA,120060,1200609,TARAUACA
NORTE,AC,1201,MACRO UNICA - AC,12001,ALTO ACRE,120070,1200708,XAPURI
NORTE,AC,1201,MACRO UNICA - AC,12002,BAIXO ACRE E PURUS,120080,1200807,PORTO ACRE
NORTE,AM,1302,OESTE,13008,TRIÂNGULO,130002,1300029,ALVARAES
NORTE,AM,1302,OESTE,13009,ALTO SOLIMÕES,130006,1300060,AMATURA
NORTE,AM,1304,CENTRAL,13002,RIO NEGRO E SOLIMÕES,130008,1300086,ANAMA
NORTE,AM,1304,CENTRAL,13002,RIO NEGRO E SOLIMÕES,130010,1300102,ANORI
NORTE,AM,1303,LESTE,13003,RIO MADEIRA,130014,1300144,APUI
NORTE,AM,1302,OESTE,13009,ALTO SOLIMÕES,130020,1300201,ATALAIA DO NORTE
NORTE,AM,1304,CENTRAL,13001,ENTORNO MANAUS E ALTO RIO NEGRO,130030,1300300,AUTAZES
NORTE,AM,1304,CENTRAL,13001,ENTORNO MANAUS E ALTO RIO NEGRO,130040,1300409,BARCELOS
NORTE,AM,1303,LESTE,13005,BAIXO AMAZONAS,130050,1300508,BARREIRINHA
NORTE,AM,1302,OESTE,13009,ALTO SOLIMÕES,130060,1300607,BENJAMIN CONSTANT
NORTE,AM,1304,CENTRAL,13002,RIO NEGRO E SOLIMÕES,130063,1300631,BERURI
NORTE,AM,1303,LESTE,13005,BAIXO AMAZONAS,130068,1300680,BOA VISTA DO RAMOS
NORTE,AM,1304,CENTRAL,13006,REGIONAL PURUS,130070,1300706,BOCA DO ACRE
NORTE,AM,1303,LESTE,13003,RIO MADEIRA,130080,1300805,BORBA
NORTE,AM,1304,CENTRAL,13002,RIO NEGRO E SOLIMÕES,130083,1300839,CAAPIRANGA
NORTE,AM,1304,CENTRAL,13006,REGIONAL PURUS,130090,1300904,CANUTAMA
NORTE,AM,1302,OESTE,13007,REGIONAL JURUÁ,130100,1301001,CARAUARI
NORTE,AM,1304,CENTRAL,13001,ENTORNO MANAUS E ALTO RIO NEGRO,130110,1301100,CAREIRO
NORTE,AM,1304,CENTRAL,13001,ENTORNO MANAUS E ALTO RIO NEGRO,130115,1301159,CAREIRO DA VARZEA
NORTE,AM,1304,CENTRAL,13002,RIO NEGRO E SOLIMÕES,130120,1301209,COARI
NORTE,AM,1304,CENTRAL,13002,RIO NEGRO E SOLIMÕES,130130,1301308,CODAJAS
NORTE,AM,1302,OESTE,13007,REGIONAL JURUÁ,130140,1301407,EIRUNEPE
NORTE,AM,1302,OESTE,13007,REGIONAL JURUÁ,130150,1301506,ENVIRA
NORTE,AM,1302,OESTE,13009,ALTO SOLIMÕES,130160,1301605,FONTE BOA
NORTE,AM,1302,OESTE,13007,REGIONAL JURUÁ,130165,1301654,GUAJARA
NORTE,AM,1303,LESTE,13003,RIO MADEIRA,130170,1301704,HUMAITA
NORTE,AM,1302,OESTE,13007,REGIONAL JURUÁ,130180,1301803,IPIXUNA
NORTE,AM,1304,CENTRAL,13001,ENTORNO MANAUS E ALTO RIO NEGRO,130185,1301852,IRANDUBA
NORTE,AM,1303,LESTE,13004,MÉDIO AMAZONAS,130190,1301902,ITACOATIARA
NORTE,AM,1302,OESTE,13007,REGIONAL JURUÁ,130195,1301951,ITAMARATI
NORTE,AM,1303,LESTE,13004,MÉDIO AMAZONAS,130200,1302009,ITAPIRANGA
NORTE,AM,1302,OESTE,13008,TRIÂNGULO,130210,1302108,JAPURA
NORTE,AM,1302,OESTE,13008,TRIÂNGULO,130220,1302207,JURUA
NORTE,AM,1302,OESTE,13009,ALTO SOLIMÕES,130230,1302306,JUTAI
NORTE,AM,1304,CENTRAL,13006,REGIONAL PURUS,130240,1302405,LABREA
NORTE,AM,1304,CENTRAL,13002,RIO NEGRO E SOLIMÕES,130250,1302504,MANACAPURU
NORTE,AM,1304,CENTRAL,13001,ENTORNO MANAUS E ALTO RIO NEGRO,130255,1302553,MANAQUIRI
NORTE,AM,1304,CENTRAL,13001,ENTORNO MANAUS E ALTO RIO NEGRO,130260,1302603,MANAUS
NORTE,AM,1303,LESTE,13003,RIO MADEIRA,130270,1302702,MANICORE
NORTE,AM,1302,OESTE,13008,TRIÂNGULO,130280,1302801,MARAA
NORTE,AM,1303,LESTE,13005,BAIXO AMAZONAS,130290,1302900,MAUES
NORTE,AM,1303,LESTE,13005,BAIXO AMAZONAS,130300,1303007,NHAMUNDA
NORTE,AM,1304,CENTRAL,13001,ENTORNO MANAUS E ALTO RIO NEGRO,130310,1303106,NOVA OLINDA DO NORTE
NORTE,AM,1304,CENTRAL,13002,RIO NEGRO E SOLIMÕES,130320,1303205,NOVO AIRAO
NORTE,AM,1303,LESTE,13003,RIO MADEIRA,130330,1303304,NOVO ARIPUANA
NORTE,AM,1303,LESTE,13005,BAIXO AMAZONAS,130340,1303403,PARINTINS
NORTE,AM,1304,CENTRAL,13006,REGIONAL PURUS,130350,1303502,PAUINI
NORTE,AM,1304,CENTRAL,13001,ENTORNO MANAUS E ALTO RIO NEGRO,130353,1303536,PRESIDENTE FIGUEIREDO
NORTE,AM,1304,CENTRAL,13001,ENTORNO MANAUS E ALTO RIO NEGRO,130356,1303569,RIO PRETO DA EVA
NORTE,AM,1304,CENTRAL,13001,ENTORNO MANAUS E ALTO RIO NEGRO,130360,1303601,SANTA ISABEL DO RIO NEGRO
NORTE,AM,1302,OESTE,13009,ALTO SOLIMÕES,130370,1303700,SANTO ANTONIO DO ICA
NORTE,AM,1304,CENTRAL,13001,ENTORNO MANAUS E ALTO RIO NEGRO,130380,1303809,SAO GABRIEL DA CACHOEIRA
NORTE,AM,1302,OESTE,13009,ALTO SOLIMÕES,130390,1303908,SAO PAULO DE OLIVENCA
NORTE,AM,1303,LESTE,13004,MÉDIO AMAZONAS,130395,1303957,SAO SEBASTIAO DO UATUMA
NORTE,AM,1303,LESTE,13004,MÉDIO AMAZONAS,130400,1304005,SILVES
NORTE,AM,1302,OESTE,13009,ALTO SOLIMÕES,130406,1304062,TABATINGA
NORTE,AM,1304,CENTRAL,13006,REGIONAL PURUS,130410,1304104,TAPAUA
NORTE,AM,1302,OESTE,13008,TRIÂNGULO,130420,1304203,TEFE
NORTE,AM,1302,OESTE,13009,ALTO SOLIMÕES,130423,1304237,TONANTINS
NORTE,AM,1302,OESTE,13008,TRIÂNGULO,130426,1304260,UARINI
NORTE,AM,1303,LESTE,13004,MÉDIO AMAZONAS,130430,1304302,URUCARA
NORTE,AM,1303,LESTE,13004,MÉDIO AMAZONAS,130440,1304401,URUCURITUBA
NORTE,RR,1401,MACRO-RORAIMA,14001,CENTRO NORTE,140002,1400027,AMAJARI
NORTE,RR,1401,MACRO-RORAIMA,14001,CENTRO NORTE,140005,1400050,ALTO ALEGRE
NORTE,RR,1401,MACRO-RORAIMA,14001,CENTRO NORTE,140010,1400100,BOA VISTA
NORTE,RR,1401,MACRO-RORAIMA,14001,CENTRO NORTE,140015,1400159,BONFIM
NORTE,RR,1401,MACRO-RORAIMA,14001,CENTRO NORTE,140017,1400175,CANTA
NORTE,RR,1401,MACRO-RORAIMA,14002,SUL,140020,1400209,CARACARAI
NORTE,RR,1401,MACRO-RORAIMA,14002,SUL,140023,1400233,CAROEBE
NORTE,RR,1401,MACRO-RORAIMA,14002,SUL,140028,1400282,IRACEMA
NORTE,RR,1401,MACRO-RORAIMA,14001,CENTRO NORTE,140030,1400308,MUCAJAI
NORTE,RR,1401,MACRO-RORAIMA,14001,CENTRO NORTE,140040,1400407,NORMANDIA
NORTE,RR,1401,MACRO-RORAIMA,14001,CENTRO NORTE,140045,1400456,PACARAIMA
NORTE,RR,1401,MACRO-RORAIMA,14002,SUL,140047,1400472,RORAINOPOLIS
NORTE,RR,1401,MACRO-RORAIMA,14002,SUL,140050,1400506,SAO JOAO DA BALIZA
NORTE,RR,1401,MACRO-RORAIMA,14002,SUL,140060,1400605,SAO LUIZ
NORTE,RR,1401,MACRO-RORAIMA,14001,CENTRO NORTE,140070,1400704,UIRAMUTA
NORTE,PA,1512,MACRORREGIONAL I,15011,TOCANTINS,150010,1500107,ABAETETUBA
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150013,1500131,ABEL FIGUEIREDO
NORTE,PA,1511,MACRORREGIONAL II,15007,METROPOLITANA II,150020,1500206,ACARA
NORTE,PA,1512,MACRORREGIONAL I,15013,MARAJÓ I,150030,1500305,AFUA
NORTE,PA,1509,MACRORREGIONAL IV,15001,ARAGUAIA,150034,1500347,AGUA AZUL DO NORTE
NORTE,PA,1510,MACRORREGIONAL III,15002,BAIXO AMAZONAS,150040,1500404,ALENQUER
NORTE,PA,1510,MACRORREGIONAL III,15002,BAIXO AMAZONAS,150050,1500503,ALMEIRIM
NORTE,PA,1510,MACRORREGIONAL III,15012,XINGU,150060,1500602,ALTAMIRA
NORTE,PA,1512,MACRORREGIONAL I,15014,MARAJÓ II,150070,1500701,ANAJAS
NORTE,PA,1512,MACRORREGIONAL I,15006,METROPOLITANA I,150080,1500800,ANANINDEUA
NORTE,PA,1510,MACRORREGIONAL III,15012,XINGU,150085,1500859,ANAPU
NORTE,PA,1511,MACRORREGIONAL II,15009,RIO CAETÉS,150090,1500909,AUGUSTO CORREA
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150095,1500958,AURORA DO PARA
NORTE,PA,1510,MACRORREGIONAL III,15010,TAPAJÓS,150100,1501006,AVEIRO
NORTE,PA,1512,MACRORREGIONAL I,15014,MARAJÓ II,150110,1501105,BAGRE
NORTE,PA,1512,MACRORREGIONAL I,15011,TOCANTINS,150120,1501204,BAIAO
NORTE,PA,1509,MACRORREGIONAL IV,15001,ARAGUAIA,150125,1501253,BANNACH
NORTE,PA,1512,MACRORREGIONAL I,15011,TOCANTINS,150130,1501303,BARCARENA
NORTE,PA,1512,MACRORREGIONAL I,15006,METROPOLITANA I,150140,1501402,BELEM
NORTE,PA,1510,MACRORREGIONAL III,15002,BAIXO AMAZONAS,150145,1501451,BELTERRA
NORTE,PA,1512,MACRORREGIONAL I,15006,METROPOLITANA I,150150,1501501,BENEVIDES
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150157,1501576,BOM JESUS DO TOCANTINS
NORTE,PA,1511,MACRORREGIONAL II,15009,RIO CAETÉS,150160,1501600,BONITO
NORTE,PA,1511,MACRORREGIONAL II,15009,RIO CAETÉS,150170,1501709,BRAGANCA
NORTE,PA,1510,MACRORREGIONAL III,15012,XINGU,150172,1501725,BRASIL NOVO
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150175,1501758,BREJO GRANDE DO ARAGUAIA
NORTE,PA,1509,MACRORREGIONAL IV,15004,LAGO DE TUCURUÍ,150178,1501782,BREU BRANCO
NORTE,PA,1512,MACRORREGIONAL I,15014,MARAJÓ II,150180,1501808,BREVES
NORTE,PA,1511,MACRORREGIONAL II,15007,METROPOLITANA II,150190,1501907,BUJARU
NORTE,PA,1511,MACRORREGIONAL II,15009,RIO CAETÉS,150195,1501956,CACHOEIRA DO PIRIA
NORTE,PA,1512,MACRORREGIONAL I,15013,MARAJÓ I,150200,1502004,CACHOEIRA DO ARARI
NORTE,PA,1512,MACRORREGIONAL I,15011,TOCANTINS,150210,1502103,CAMETA
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150215,1502152,CANAA DOS CARAJAS
NORTE,PA,1511,MACRORREGIONAL II,15009,RIO CAETÉS,150220,1502202,CAPANEMA
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150230,1502301,CAPITAO POCO
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150240,1502400,CASTANHAL
NORTE,PA,1512,MACRORREGIONAL I,15013,MARAJÓ I,150250,1502509,CHAVES
NORTE,PA,1511,MACRORREGIONAL II,15007,METROPOLITANA II,150260,1502608,COLARES
NORTE,PA,1509,MACRORREGIONAL IV,15001,ARAGUAIA,150270,1502707,CONCEICAO DO ARAGUAIA
NORTE,PA,1511,MACRORREGIONAL II,15007,METROPOLITANA II,150275,1502756,CONCORDIA DO PARA
NORTE,PA,1509,MACRORREGIONAL IV,15001,ARAGUAIA,150276,1502764,CUMARU DO NORTE
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150277,1502772,CURIONOPOLIS
NORTE,PA,1512,MACRORREGIONAL I,15014,MARAJÓ II,150280,1502806,CURRALINHO
NORTE,PA,1510,MACRORREGIONAL III,15002,BAIXO AMAZONAS,150285,1502855,CURUA
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150290,1502905,CURUCA
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150293,1502939,DOM ELISEU
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150295,1502954,ELDORADO DOS CARAJAS
NORTE,PA,1510,MACRORREGIONAL III,15002,BAIXO AMAZONAS,150300,1503002,FARO
NORTE,PA,1509,MACRORREGIONAL IV,15001,ARAGUAIA,150304,1503044,FLORESTA DO ARAGUAIA
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150307,1503077,GARRAFAO DO NORTE
NORTE,PA,1509,MACRORREGIONAL IV,15004,LAGO DE TUCURUÍ,150309,1503093,GOIANESIA DO PARA
NORTE,PA,1512,MACRORREGIONAL I,15014,MARAJÓ II,150310,1503101,GURUPA
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150320,1503200,IGARAPE-ACU
NORTE,PA,1512,MACRORREGIONAL I,15011,TOCANTINS,150330,1503309,IGARAPE-MIRI
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150340,1503408,INHANGAPI
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150345,1503457,IPIXUNA DO PARA
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150350,1503507,IRITUIA
NORTE,PA,1510,MACRORREGIONAL III,15010,TAPAJÓS,150360,1503606,ITAITUBA
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150370,1503705,ITUPIRANGA
NORTE,PA,1510,MACRORREGIONAL III,15010,TAPAJÓS,150375,1503754,JACAREACANGA
NORTE,PA,1509,MACRORREGIONAL IV,15004,LAGO DE TUCURUÍ,150380,1503804,JACUNDA
NORTE,PA,1510,MACRORREGIONAL III,15002,BAIXO AMAZONAS,150390,1503903,JURUTI
NORTE,PA,1512,MACRORREGIONAL I,15011,TOCANTINS,150400,1504000,LIMOEIRO DO AJURU
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150405,1504059,MAE DO RIO
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150410,1504109,MAGALHAES BARATA
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150420,1504208,MARABA
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150430,1504307,MARACANA
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150440,1504406,MARAPANIM
NORTE,PA,1512,MACRORREGIONAL I,15006,METROPOLITANA I,150442,1504422,MARITUBA
NORTE,PA,1510,MACRORREGIONAL III,15012,XINGU,150445,1504455,MEDICILANDIA
NORTE,PA,1512,MACRORREGIONAL I,15014,MARAJÓ II,150450,1504505,MELGACO
NORTE,PA,1512,MACRORREGIONAL I,15011,TOCANTINS,150460,1504604,MOCAJUBA
NORTE,PA,1512,MACRORREGIONAL I,15011,TOCANTINS,150470,1504703,MOJU
NORTE,PA,1510,MACRORREGIONAL III,15002,BAIXO AMAZONAS,150475,1504752,MOJUI DOS CAMPOS
NORTE,PA,1510,MACRORREGIONAL III,15002,BAIXO AMAZONAS,150480,1504802,MONTE ALEGRE
NORTE,PA,1512,MACRORREGIONAL I,15013,MARAJÓ I,150490,1504901,MUANA
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150495,1504950,NOVA ESPERANCA DO PIRIA
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150497,1504976,NOVA IPIXUNA
NORTE,PA,1511,MACRORREGIONAL II,15009,RIO CAETÉS,150500,1505007,NOVA TIMBOTEUA
NORTE,PA,1510,MACRORREGIONAL III,15010,TAPAJÓS,150503,1505031,NOVO PROGRESSO
NORTE,PA,1509,MACRORREGIONAL IV,15004,LAGO DE TUCURUÍ,150506,1505064,NOVO REPARTIMENTO
NORTE,PA,1510,MACRORREGIONAL III,15002,BAIXO AMAZONAS,150510,1505106,OBIDOS
NORTE,PA,1512,MACRORREGIONAL I,15011,TOCANTINS,150520,1505205,OEIRAS DO PARA
NORTE,PA,1510,MACRORREGIONAL III,15002,BAIXO AMAZONAS,150530,1505304,ORIXIMINA
NORTE,PA,1511,MACRORREGIONAL II,15009,RIO CAETÉS,150540,1505403,OUREM
NORTE,PA,1509,MACRORREGIONAL IV,15001,ARAGUAIA,150543,1505437,OURILANDIA DO NORTE
NORTE,PA,1510,MACRORREGIONAL III,15012,XINGU,150548,1505486,PACAJA
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150549,1505494,PALESTINA DO PARA
NORTE,PA,1511,MACRORREGIONAL II,15008,METROPOLITANA III,150550,1505502,PARAGOMINAS
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150553,1505536,PARAUAPEBAS
NORTE,PA,1509,MACRORREGIONAL IV,15001,ARAGUAIA,150555,1505551,PAU D'ARCO
NORTE,PA,1511,MACRORREGIONAL II,15009,RIO CAETÉS,150560,1505601,PEIXE-BOI
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150563,1505635,PICARRA
NORTE,PA,1510,MACRORREGIONAL III,15002,BAIXO AMAZONAS,150565,1505650,PLACAS
NORTE,PA,1512,MACRORREGIONAL I,15013,MARAJÓ I,150570,1505700,PONTA DE PEDRAS
NORTE,PA,1512,MACRORREGIONAL I,15014,MARAJÓ II,150580,1505809,PORTEL
NORTE,PA,1510,MACRORREGIONAL III,15012,XINGU,150590,1505908,PORTO DE MOZ
NORTE,PA,1510,MACRORREGIONAL III,15002,BAIXO AMAZONAS,150600,1506005,PRAINHA
NORTE,PA,1511,MACRORREGIONAL II,15009,RIO CAETÉS,150610,1506104,PRIMAVERA
NORTE,PA,1511,MACRORREGIONAL II,15009,RIO CAETÉS,150611,1506112,QUATIPURU
NORTE,PA,1509,MACRORREGIONAL IV,15001,ARAGUAIA,150613,1506138,REDENCAO
NORTE,PA,1509,MACRORREGIONAL IV,15001,ARAGUAIA,150616,1506161,RIO MARIA
NORTE,PA,1509,MACRORREGIONAL IV,15003,CARAJÁS,150618,1506187,RONDON DO PARA
NORTE,PA,1510,MACRORREGIONAL III,15010,TAPAJÓS,150619,1506195,RUROPOLIS
NORTE,PA,1511,MACRORREGIONAL II,15009,RIO CAETÉS,150620,1506203,SALINOPOLIS
NORTE,PA,1512,MACRORREGIONAL I,15013,MARAJÓ I,150630,1506302,SALVATERRA
