regiao,sigla_uf,cod_macrorregiao_sus,nome_macrorregiao_sus,cod_microrregiao_sus,nome_microrregiao_sus,cod_sus,cod_ibge,nome_municipio
SUDESTE,MG,3108,NORTE,31016,CORAÇÃO DE JESUS,316265,3162658,SAO JOAO DO PACUI
SUDESTE,MG,3108,NORTE,31059,SALINAS TAIOBEIRAS,316270,3162708,SAO JOAO DO PARAISO
SUDESTE,MG,3106,LESTE,31060,SANTA MARIA DO SUAÇUÍ SÃO JOÃO EVANGELISTA,316280,3162807,SAO JOAO EVANGELISTA
SUDESTE,MG,3107,SUDESTE,31064,SÃO JOÃO NEPOMUCENO BICAS,316290,3162906,SAO JOAO NEPOMUCENO
SUDESTE,MG,3103,CENTRO,31009,BETIM,316292,3162922,SAO JOAQUIM DE BICAS
SUDESTE,MG,3101,SUL,31050,PASSOS PIUMHI,316294,3162948,SAO JOSE DA BARRA
SUDESTE,MG,3103,CENTRO,31076,VESPASIANO,316295,3162955,SAO JOSE DA LAPA
SUDESTE,MG,3106,LESTE,31024,GOVERNADOR VALADARES,316300,3163003,SAO JOSE DA SAFIRA
SUDESTE,MG,3105,OESTE,31049,PARÁ DE MINAS,316310,3163102,SAO JOSE DA VARGINHA
SUDESTE,MG,3101,SUL,31029,ITAJUBÁ,316320,3163201,SAO JOSE DO ALEGRE
SUDESTE,MG,3111,NORDESTE,31068,TEÓFILO OTONI MALACACHETA ITAMBACURI,316330,3163300,SAO JOSE DO DIVINO
SUDESTE,MG,3110,LESTE DO SUL,31056,PONTE NOVA,316340,3163409,SAO JOSE DO GOIABAL
SUDESTE,MG,3106,LESTE,31060,SANTA MARIA DO SUAÇUÍ SÃO JOÃO EVANGELISTA,316350,3163508,SAO JOSE DO JACURI
SUDESTE,MG,3110,LESTE DO SUL,31041,MANHUAÇU,316360,3163607,SAO JOSE DO MANTIMENTO
SUDESTE,MG,3101,SUL,31065,SÃO LOURENÇO,316370,3163706,SAO LOURENCO
SUDESTE,MG,3110,LESTE DO SUL,31077,VIÇOSA,316380,3163805,SAO MIGUEL DO ANTA
SUDESTE,MG,3101,SUL,31026,GUAXUPÉ,316390,3163904,SAO PEDRO DA UNIAO
SUDESTE,MG,3110,LESTE DO SUL,31056,PONTE NOVA,316400,3164001,SAO PEDRO DOS FERROS
SUDESTE,MG,3106,LESTE,31060,SANTA MARIA DO SUAÇUÍ SÃO JOÃO EVANGELISTA,316410,3164100,SAO PEDRO DO SUACUI
SUDESTE,MG,3108,NORTE,31011,BRASÍLIA DE MINAS SÃO FRANCISCO,316420,3164209,SAO ROMAO
SUDESTE,MG,3101,SUL,31050,PASSOS PIUMHI,316430,3164308,SAO ROQUE DE MINAS
SUDESTE,MG,3101,SUL,31057,POUSO ALEGRE,316440,3164407,SAO SEBASTIAO DA BELA VISTA
SUDESTE,MG,3107,SUDESTE,31045,MURIAÉ,316443,3164431,SAO SEBASTIAO DA VARGEM ALEGRE
SUDESTE,MG,3114,VALE DO ACO,31013,CARATINGA,316447,3164472,SAO SEBASTIAO DO ANTA
SUDESTE,MG,3106,LESTE,31060,SANTA MARIA DO SUAÇUÍ SÃO JOÃO EVANGELISTA,316450,3164506,SAO SEBASTIAO DO MARANHAO
SUDESTE,MG,3105,OESTE,31020,DIVINÓPOLIS SANTO ANTÔNIO DO MONTE,316460,3164605,SAO SEBASTIAO DO OESTE
SUDESTE,MG,3101,SUL,31066,SÃO SEBASTIÃO DO PARAÍSO,316470,3164704,SAO SEBASTIAO DO PARAISO
SUDESTE,MG,3103,CENTRO,31028,ITABIRA,316480,3164803,SAO SEBASTIAO DO RIO PRETO
SUDESTE,MG,3101,SUL,31065,SÃO LOURENÇO,316490,3164902,SAO SEBASTIAO DO RIO VERDE
SUDESTE,MG,3102,CENTRO SUL,31063,SÃO JOÃO DEL REI,316500,3165008,SAO TIAGO
SUDESTE,MG,3101,SUL,31066,SÃO SEBASTIÃO DO PARAÍSO,316510,3165107,SAO TOMAS DE AQUINO
SUDESTE,MG,3101,SUL,31069,TRÊS CORAÇÕES,316520,3165206,SAO THOME DAS LETRAS
SUDESTE,MG,3102,CENTRO SUL,31063,SÃO JOÃO DEL REI,316530,3165305,SAO VICENTE DE MINAS
SUDESTE,MG,3101,SUL,31029,ITAJUBÁ,316540,3165404,SAPUCAI-MIRIM
SUDESTE,MG,3106,LESTE,31024,GOVERNADOR VALADARES,316550,3165503,SARDOA
SUDESTE,MG,3103,CENTRO,31015,CONTAGEM,316553,3165537,SARZEDO
SUDESTE,MG,3111,NORDESTE,31068,TEÓFILO OTONI MALACACHETA ITAMBACURI,316555,3165552,SETUBINHA
SUDESTE,MG,3110,LESTE DO SUL,31056,PONTE NOVA,316556,3165560,SEM-PEIXE
SUDESTE,MG,3101,SUL,31057,POUSO ALEGRE,316557,3165578,SENADOR AMARAL
SUDESTE,MG,3107,SUDESTE,31064,SÃO JOÃO NEPOMUCENO BICAS,316560,3165602,SENADOR CORTES
SUDESTE,MG,3107,SUDESTE,31071,UBÁ,316570,3165701,SENADOR FIRMINO
SUDESTE,MG,3101,SUL,31057,POUSO ALEGRE,316580,3165800,SENADOR JOSE BENTO
SUDESTE,MG,3104,JEQUITINHONHA,31019,DIAMANTINA,316590,3165909,SENADOR MODESTINO GONCALVES
SUDESTE,MG,3102,CENTRO SUL,31014,CONSELHEIRO LAFAIETE CONGONHAS,316600,3166006,SENHORA DE OLIVEIRA
SUDESTE,MG,3103,CENTRO,31025,GUANHÃES,316610,3166105,SENHORA DO PORTO
SUDESTE,MG,3102,CENTRO SUL,31007,BARBACENA,316620,3166204,SENHORA DOS REMEDIOS
SUDESTE,MG,3110,LESTE DO SUL,31056,PONTE NOVA,316630,3166303,SERICITA
SUDESTE,MG,3101,SUL,31065,SÃO LOURENÇO,316640,3166402,SERITINGA
SUDESTE,MG,3104,JEQUITINHONHA,31025,GUANHÃES,316650,3166501,SERRA AZUL DE MINAS
SUDESTE,MG,3105,OESTE,31010,BOM DESPACHO,316660,3166600,SERRA DA SAUDADE
SUDESTE,MG,3111,NORDESTE,31046,NANUQUE,316670,3166709,SERRA DOS AIMORES
SUDESTE,MG,3109,NOROESTE,31051,PATOS DE MINAS,316680,3166808,SERRA DO SALITRE
SUDESTE,MG,3101,SUL,31003,ALFENAS MACHADO,316690,3166907,SERRANIA
SUDESTE,MG,3108,NORTE,31033,JANAÚBA MONTE AZUL,316695,3166956,SERRANOPOLIS DE MINAS
SUDESTE,MG,3101,SUL,31065,SÃO LOURENÇO,316700,3167004,SERRANOS
SUDESTE,MG,3104,JEQUITINHONHA,31019,DIAMANTINA,316710,3167103,SERRO
SUDESTE,MG,3103,CENTRO,31067,SETE LAGOAS,316720,3167202,SETE LAGOAS
SUDESTE,MG,3107,SUDESTE,31071,UBÁ,316730,3167301,SILVEIRANIA
SUDESTE,MG,3101,SUL,31057,POUSO ALEGRE,316740,3167400,SILVIANOPOLIS
SUDESTE,MG,3107,SUDESTE,31037,JUIZ DE FORA LIMA DUARTE BOM JARDIM MINAS,316750,3167509,SIMAO PEREIRA
SUDESTE,MG,3110,LESTE DO SUL,31041,MANHUAÇU,316760,3167608,SIMONESIA
SUDESTE,MG,3106,LESTE,31024,GOVERNADOR VALADARES,316770,3167707,SOBRALIA
SUDESTE,MG,3101,SUL,31065,SÃO LOURENÇO,316780,3167806,SOLEDADE DE MINAS
SUDESTE,MG,3107,SUDESTE,31071,UBÁ,316790,3167905,TABULEIRO
SUDESTE,MG,3108,NORTE,31059,SALINAS TAIOBEIRAS,316800,3168002,TAIOBEIRAS
SUDESTE,MG,3110,LESTE DO SUL,31041,MANHUAÇU,316805,3168051,TAPARUBA
SUDESTE,MG,3112,TRIANGULO DO SUL,31006,ARAXÁ,316810,3168101,TAPIRA
SUDESTE,MG,3105,OESTE,31021,FORMIGA,316820,3168200,TAPIRAI
SUDESTE,MG,3103,CENTRO,31008,BELO HORIZONTE NOVA LIMA CAETÉ,316830,3168309,TAQUARACU DE MINAS
SUDESTE,MG,3106,LESTE,31024,GOVERNADOR VALADARES,316840,3168408,TARUMIRIM
SUDESTE,MG,3110,LESTE DO SUL,31077,VIÇOSA,316850,3168507,TEIXEIRAS
SUDESTE,MG,3111,NORDESTE,31068,TEÓFILO OTONI MALACACHETA ITAMBACURI,316860,3168606,TEOFILO OTONI
SUDESTE,MG,3114,VALE DO ACO,31017,CORONEL FABRICIANO TIMÓTEO,316870,3168705,TIMOTEO
SUDESTE,MG,3102,CENTRO SUL,31063,SÃO JOÃO DEL REI,316880,3168804,TIRADENTES
SUDESTE,MG,3109,NOROESTE,31051,PATOS DE MINAS,316890,3168903,TIROS
SUDESTE,MG,3107,SUDESTE,31071,UBÁ,316900,3169000,TOCANTINS
SUDESTE,MG,3101,SUL,31057,POUSO ALEGRE,316905,3169059,TOCOS DO MOJI
SUDESTE,MG,3101,SUL,31057,POUSO ALEGRE,316910,3169109,TOLEDO
SUDESTE,MG,3107,SUDESTE,31012,CARANGOLA,316920,3169208,TOMBOS
SUDESTE,MG,3101,SUL,31069,TRÊS CORAÇÕES,316930,3169307,TRES CORACOES
SUDESTE,MG,3103,CENTRO,31018,CURVELO,316935,3169356,TRES MARIAS
SUDESTE,MG,3101,SUL,31070,TRÊS PONTAS,316940,3169406,TRES PONTAS
SUDESTE,MG,3106,LESTE,31024,GOVERNADOR VALADARES,316950,3169505,TUMIRITINGA
SUDESTE,MG,3113,TRIANGULO DO NORTE,31073,UBERLÂNDIA ARAGUARI,316960,3169604,TUPACIGUARA
SUDESTE,MG,3104,JEQUITINHONHA,31043,MINAS NOVAS TURMALINA CAPELINHA,316970,3169703,TURMALINA
SUDESTE,MG,3101,SUL,31057,POUSO ALEGRE,316980,3169802,TURVOLANDIA
SUDESTE,MG,3107,SUDESTE,31071,UBÁ,316990,3169901,UBA
SUDESTE,MG,3108,NORTE,31011,BRASÍLIA DE MINAS SÃO FRANCISCO,317000,3170008,UBAI
SUDESTE,MG,3114,VALE DO ACO,31013,CARATINGA,317005,3170057,UBAPORANGA
SUDESTE,MG,3112,TRIANGULO DO SUL,31072,UBERABA,317010,3170107,UBERABA
SUDESTE,MG,3113,TRIANGULO DO NORTE,31073,UBERLÂNDIA ARAGUARI,317020,3170206,UBERLANDIA
SUDESTE,MG,3111,NORDESTE,31001,ÁGUAS FORMOSAS,317030,3170305,UMBURATIBA
SUDESTE,MG,3109,NOROESTE,31074,UNAÍ,317040,3170404,UNAI
SUDESTE,MG,3112,TRIANGULO DO SUL,31023,FRUTAL ITURAMA,317043,3170438,UNIAO DE MINAS
SUDESTE,MG,3109,NOROESTE,31074,UNAÍ,317047,3170479,URUANA DE MINAS
SUDESTE,MG,3110,LESTE DO SUL,31056,PONTE NOVA,317050,3170503,URUCANIA
SUDESTE,MG,3108,NORTE,31011,BRASÍLIA DE MINAS SÃO FRANCISCO,317052,3170529,URUCUIA
SUDESTE,MG,3114,VALE DO ACO,31013,CARATINGA,317057,3170578,VARGEM ALEGRE
SUDESTE,MG,3101,SUL,31050,PASSOS PIUMHI,317060,3170602,VARGEM BONITA
SUDESTE,MG,3108,NORTE,31059,SALINAS TAIOBEIRAS,317065,3170651,VARGEM GRANDE DO RIO PARDO
SUDESTE,MG,3101,SUL,31075,VARGINHA,317070,3170701,VARGINHA
SUDESTE,MG,3109,NOROESTE,31051,PATOS DE MINAS,317075,3170750,VARJAO DE MINAS
SUDESTE,MG,3108,NORTE,31054,PIRAPORA,317080,3170800,VARZEA DA PALMA
SUDESTE,MG,3108,NORTE,31011,BRASÍLIA DE MINAS SÃO FRANCISCO,317090,3170909,VARZELANDIA
SUDESTE,MG,3109,NOROESTE,31051,PATOS DE MINAS,317100,3171006,VAZANTE
SUDESTE,MG,3108,NORTE,31033,JANAÚBA MONTE AZUL,317103,3171030,VERDELANDIA
SUDESTE,MG,3104,JEQUITINHONHA,31043,MINAS NOVAS TURMALINA CAPELINHA,317107,3171071,VEREDINHA
SUDESTE,MG,3112,TRIANGULO DO SUL,31072,UBERABA,317110,3171105,VERISSIMO
SUDESTE,MG,3114,VALE DO ACO,31013,CARATINGA,317115,3171154,VERMELHO NOVO
SUDESTE,MG,3103,CENTRO,31076,VESPASIANO,317120,3171204,VESPASIANO
SUDESTE,MG,3110,LESTE DO SUL,31077,VIÇOSA,317130,3171303,VICOSA
SUDESTE,MG,3107,SUDESTE,31045,MURIAÉ,317140,3171402,VIEIRAS
SUDESTE,MG,3106,LESTE,31024,GOVERNADOR VALADARES,317150,3171501,MATHIAS LOBATO
SUDESTE,MG,3104,JEQUITINHONHA,31005,ARAÇUAÍ,317160,3171600,VIRGEM DA LAPA
SUDESTE,MG,3101,SUL,31065,SÃO LOURENÇO,317170,3171709,VIRGINIA
SUDESTE,MG,3103,CENTRO,31025,GUANHÃES,317180,3171808,VIRGINOPOLIS
SUDESTE,MG,3106,LESTE,31024,GOVERNADOR VALADARES,317190,3171907,VIRGOLANDIA
SUDESTE,MG,3107,SUDESTE,31071,UBÁ,317200,3172004,VISCONDE DO RIO BRANCO
SUDESTE,MG,3107,SUDESTE,31002,ALÉM PARAÍBA,317210,3172103,VOLTA GRANDE
SUDESTE,MG,3101,SUL,31029,ITAJUBÁ,317220,3172202,WENCESLAU BRAZ
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320010,3200102,AFONSO CLAUDIO
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320013,3200136,AGUIA BRANCA
SUDESTE,ES,3206,NORTE,32003,NORTE,320016,3200169,AGUA DOCE DO NORTE
SUDESTE,ES,3205,SUL,32004,SUL,320020,3200201,ALEGRE
SUDESTE,ES,3205,SUL,32004,SUL,320030,3200300,ALFREDO CHAVES
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320035,3200359,ALTO RIO NOVO
SUDESTE,ES,3205,SUL,32004,SUL,320040,3200409,ANCHIETA
SUDESTE,ES,3205,SUL,32004,SUL,320050,3200508,APIACA
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320060,3200607,ARACRUZ
SUDESTE,ES,3205,SUL,32004,SUL,320070,3200706,ATILIO VIVACQUA
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320080,3200805,BAIXO GUANDU
SUDESTE,ES,3206,NORTE,32003,NORTE,320090,3200904,BARRA DE SAO FRANCISCO
SUDESTE,ES,3206,NORTE,32003,NORTE,320100,3201001,BOA ESPERANCA
SUDESTE,ES,3205,SUL,32004,SUL,320110,3201100,BOM JESUS DO NORTE
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320115,3201159,BREJETUBA
SUDESTE,ES,3205,SUL,32004,SUL,320120,3201209,CACHOEIRO DE ITAPEMIRIM
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320130,3201308,CARIACICA
SUDESTE,ES,3205,SUL,32004,SUL,320140,3201407,CASTELO
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320150,3201506,COLATINA
SUDESTE,ES,3206,NORTE,32003,NORTE,320160,3201605,CONCEICAO DA BARRA
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320170,3201704,CONCEICAO DO CASTELO
SUDESTE,ES,3205,SUL,32004,SUL,320180,3201803,DIVINO DE SAO LOURENCO
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320190,3201902,DOMINGOS MARTINS
SUDESTE,ES,3205,SUL,32004,SUL,320200,3202009,DORES DO RIO PRETO
SUDESTE,ES,3206,NORTE,32003,NORTE,320210,3202108,ECOPORANGA
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320220,3202207,FUNDAO
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320225,3202256,GOVERNADOR LINDENBERG
SUDESTE,ES,3205,SUL,32004,SUL,320230,3202306,GUACUI
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320240,3202405,GUARAPARI
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320245,3202454,IBATIBA
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320250,3202504,IBIRACU
SUDESTE,ES,3205,SUL,32004,SUL,320255,3202553,IBITIRAMA
SUDESTE,ES,3205,SUL,32004,SUL,320260,3202603,ICONHA
SUDESTE,ES,3205,SUL,32004,SUL,320265,3202652,IRUPI
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320270,3202702,ITAGUACU
SUDESTE,ES,3205,SUL,32004,SUL,320280,3202801,ITAPEMIRIM
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320290,3202900,ITARANA
SUDESTE,ES,3205,SUL,32004,SUL,320300,3203007,IUNA
SUDESTE,ES,3206,NORTE,32003,NORTE,320305,3203056,JAGUARE
SUDESTE,ES,3205,SUL,32004,SUL,320310,3203106,JERONIMO MONTEIRO
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320313,3203130,JOAO NEIVA
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320316,3203163,LARANJA DA TERRA
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320320,3203205,LINHARES
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320330,3203304,MANTENOPOLIS
SUDESTE,ES,3205,SUL,32004,SUL,320332,3203320,MARATAIZES
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320334,3203346,MARECHAL FLORIANO
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320335,3203353,MARILANDIA
SUDESTE,ES,3205,SUL,32004,SUL,320340,3203403,MIMOSO DO SUL
SUDESTE,ES,3206,NORTE,32003,NORTE,320350,3203502,MONTANHA
SUDESTE,ES,3206,NORTE,32003,NORTE,320360,3203601,MUCURICI
SUDESTE,ES,3205,SUL,32004,SUL,320370,3203700,MUNIZ FREIRE
SUDESTE,ES,3205,SUL,32004,SUL,320380,3203809,MUQUI
SUDESTE,ES,3206,NORTE,32003,NORTE,320390,3203908,NOVA VENECIA
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320400,3204005,PANCAS
SUDESTE,ES,3206,NORTE,32003,NORTE,320405,3204054,PEDRO CANARIO
SUDESTE,ES,3206,NORTE,32003,NORTE,320410,3204104,PINHEIROS
SUDESTE,ES,3205,SUL,32004,SUL,320420,3204203,PIUMA
SUDESTE,ES,3206,NORTE,32003,NORTE,320425,3204252,PONTO BELO
SUDESTE,ES,3205,SUL,32004,SUL,320430,3204302,PRESIDENTE KENNEDY
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320435,3204351,RIO BANANAL
SUDESTE,ES,3205,SUL,32004,SUL,320440,3204401,RIO NOVO DO SUL
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320450,3204500,SANTA LEOPOLDINA
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320455,3204559,SANTA MARIA DE JETIBA
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320460,3204609,SANTA TERESA
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320465,3204658,SAO DOMINGOS DO NORTE
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320470,3204708,SAO GABRIEL DA PALHA
SUDESTE,ES,3205,SUL,32004,SUL,320480,3204807,SAO JOSE DO CALCADO
SUDESTE,ES,3206,NORTE,32003,NORTE,320490,3204906,SAO MATEUS
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320495,3204955,SAO ROQUE DO CANAA
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320500,3205002,SERRA
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320501,3205010,SOORETAMA
SUDESTE,ES,3205,SUL,32004,SUL,320503,3205036,VARGEM ALTA
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320506,3205069,VENDA NOVA DO IMIGRANTE
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320510,3205101,VIANA
SUDESTE,ES,3206,NORTE,32003,NORTE,320515,3205150,VILA PAVAO
SUDESTE,ES,3208,CENTRAL,32001,CENTRAL,320517,3205176,VILA VALERIO
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320520,3205200,VILA VELHA
SUDESTE,ES,3207,METROPOLITANA,32002,METROPOLITANA,320530,3205309,VITORIA
SUDESTE,RJ,3312,MACRORREGIAO I,33001,BAIA DA ILHA GRANDE,330010,3300100,ANGRA DOS REIS
SUDESTE,RJ,3310,MACRORREGIAO III,33007,NOROESTE,330015,3300159,APERIBE
SUDESTE,RJ,3310,MACRORREGIAO III,33002,BAIXADA LITORÂNEA,330020,3300209,ARARUAMA
SUDESTE,RJ,3312,MACRORREGIAO I,33003,CENTRO-SUL,330022,3300225,AREAL
SUDESTE,RJ,3310,MACRORREGIAO III,33002,BAIXADA LITORÂNEA,330023,3300233,ARMACAO DOS BUZIOS
SUDESTE,RJ,3310,MACRORREGIAO III,33002,BAIXADA LITORÂNEA,330025,3300258,ARRAIAL DO CABO
SUDESTE,RJ,3312,MACRORREGIAO I,33004,MÉDIO PARAÍBA,330030,3300308,BARRA DO PIRAI
SUDESTE,RJ,3312,MACRORREGIAO I,33004,MÉDIO PARAÍBA,330040,3300407,BARRA MANSA
SUDESTE,RJ,3311,MACRORREGIAO II,33005,METROPOLITANA I,330045,3300456,BELFORD ROXO
SUDESTE,RJ,3311,MACRORREGIAO II,33009,SERRANA,330050,3300506,BOM JARDIM
SUDESTE,RJ,3310,MACRORREGIAO III,33007,NOROESTE,330060,3300605,BOM JESUS DO ITABAPOANA
SUDESTE,RJ,3310,MACRORREGIAO III,33002,BAIXADA LITORÂNEA,330070,3300704,CABO FRIO
SUDESTE,RJ,3311,MACRORREGIAO II,33009,SERRANA,330080,3300803,CACHOEIRAS DE MACACU
SUDESTE,RJ,3310,MACRORREGIAO III,33007,NOROESTE,330090,3300902,CAMBUCI
SUDESTE,RJ,3310,MACRORREGIAO III,33008,NORTE,330093,3300936,CARAPEBUS
SUDESTE,RJ,3312,MACRORREGIAO I,33003,CENTRO-SUL,330095,3300951,COMENDADOR LEVY GASPARIAN
SUDESTE,RJ,3310,MACRORREGIAO III,33008,NORTE,330100,3301009,CAMPOS DOS GOYTACAZES
SUDESTE,RJ,3311,MACRORREGIAO II,33009,SERRANA,330110,3301108,CANTAGALO
SUDESTE,RJ,3310,MACRORREGIAO III,33007,NOROESTE,330115,3301157,CARDOSO MOREIRA
SUDESTE,RJ,3311,MACRORREGIAO II,33009,SERRANA,330120,3301207,CARMO
SUDESTE,RJ,3310,MACRORREGIAO III,33002,BAIXADA LITORÂNEA,330130,3301306,CASIMIRO DE ABREU
SUDESTE,RJ,3310,MACRORREGIAO III,33008,NORTE,330140,3301405,CONCEICAO DE MACABU
SUDESTE,RJ,3311,MACRORREGIAO II,33009,SERRANA,330150,3301504,CORDEIRO
SUDESTE,RJ,3311,MACRORREGIAO II,33009,SERRANA,330160,3301603,DUAS BARRAS
SUDESTE,RJ,3311,MACRORREGIAO II,33005,METROPOLITANA I,330170,3301702,DUQUE DE CAXIAS
SUDESTE,RJ,3312,MACRORREGIAO I,33003,CENTRO-SUL,330180,3301801,ENGENHEIRO PAULO DE FRONTIN
SUDESTE,RJ,3311,MACRORREGIAO II,33009,SERRANA,330185,3301850,GUAPIMIRIM
SUDESTE,RJ,3310,MACRORREGIAO III,33002,BAIXADA LITORÂNEA,330187,3301876,IGUABA GRANDE
SUDESTE,RJ,3311,MACRORREGIAO II,33006,METROPOLITANA II,330190,3301900,ITABORAI
SUDESTE,RJ,3311,MACRORREGIAO II,33005,METROPOLITANA I,330200,3302007,ITAGUAI
SUDESTE,RJ,3310,MACRORREGIAO III,33007,NOROESTE,330205,3302056,ITALVA
SUDESTE,RJ,3310,MACRORREGIAO III,33007,NOROESTE,330210,3302106,ITAOCARA
SUDESTE,RJ,3310,MACRORREGIAO III,33007,NOROESTE,330220,3302205,ITAPERUNA
SUDESTE,RJ,3312,MACRORREGIAO I,33004,MÉDIO PARAÍBA,330225,3302254,ITATIAIA
SUDESTE,RJ,3311,MACRORREGIAO II,33005,METROPOLITANA I,330227,3302270,JAPERI
SUDESTE,RJ,3310,MACRORREGIAO III,33007,NOROESTE,330230,3302304,LAJE DO MURIAE
SUDESTE,RJ,3310,MACRORREGIAO III,33008,NORTE,330240,3302403,MACAE
SUDESTE,RJ,3311,MACRORREGIAO II,33009,SERRANA,330245,3302452,MACUCO
SUDESTE,RJ,3311,MACRORREGIAO II,33005,METROPOLITANA I,330250,3302502,MAGE
SUDESTE,RJ,3312,MACRORREGIAO I,33001,BAIA DA ILHA GRANDE,330260,3302601,MANGARATIBA
SUDESTE,RJ,3311,MACRORREGIAO II,33006,METROPOLITANA II,330270,3302700,MARICA
SUDESTE,RJ,3312,MACRORREGIAO I,33003,CENTRO-SUL,330280,3302809,MENDES
SUDESTE,RJ,3311,MACRORREGIAO II,33005,METROPOLITANA I,330285,3302858,MESQUITA
SUDESTE,RJ,3312,MACRORREGIAO I,33003,CENTRO-SUL,330290,3302908,MIGUEL PEREIRA
SUDESTE,RJ,3310,MACRORREGIAO III,33007,NOROESTE,330300,3303005,MIRACEMA
SUDESTE,RJ,3310,MACRORREGIAO III,33007,NOROESTE,330310,3303104,NATIVIDADE
SUDESTE,RJ,3311,MACRORREGIAO II,33005,METROPOLITANA I,330320,3303203,NILOPOLIS
SUDESTE,RJ,3311,MACRORREGIAO II,33006,METROPOLITANA II,330330,3303302,NITEROI
SUDESTE,RJ,3311,MACRORREGIAO II,33009,SERRANA,330340,3303401,NOVA FRIBURGO
SUDESTE,RJ,3311,MACRORREGIAO II,33005,METROPOLITANA I,330350,3303500,NOVA IGUACU
SUDESTE,RJ,3312,MACRORREGIAO I,33003,CENTRO-SUL,330360,3303609,PARACAMBI
SUDESTE,RJ,3312,MACRORREGIAO I,33003,CENTRO-SUL,330370,3303708,PARAIBA DO SUL
SUDESTE,RJ,3312,MACRORREGIAO I,33001,BAIA DA ILHA GRANDE,330380,3303807,PARATY
SUDESTE,RJ,3312,MACRORREGIAO I,33003,CENTRO-SUL,330385,3303856,PATY DO ALFERES
SUDESTE,RJ,3311,MACRORREGIAO II,33009,SERRANA,330390,3303906,PETROPOLIS
SUDESTE,RJ,3312,MACRORREGIAO I,33004,MÉDIO PARAÍBA,330395,3303955,PINHEIRAL
SUDESTE,RJ,3312,MACRORREGIAO I,33004,MÉDIO PARAÍBA,330400,3304003,PIRAI
SUDESTE,RJ,3310,MACRORREGIAO III,33007,NOROESTE,330410,3304102,PORCIUNCULA
SUDESTE,RJ,3312,MACRORREGIAO I,33004,MÉDIO PARAÍBA,330411,3304110,PORTO REAL
SUDESTE,RJ,3312,MACRORREGIAO I,33004,MÉDIO PARAÍBA,330412,3304128,QUATIS
SUDESTE,RJ,3311,MACRORREGIAO II,33005,METROPOLITANA I,330414,3304144,QUEIMADOS
SUDESTE,RJ,3310,MACRORREGIAO III,33008,NORTE,330415,3304151,QUISSAMA
SUDESTE,RJ,3312,MACRORREGIAO I,33004,MÉDIO PARAÍBA,330420,3304201,RESENDE
SUDESTE,RJ,3311,MACRORREGIAO II,33006,METROPOLITANA II,330430,3304300,RIO BONITO
SUDESTE,RJ,3312,MACRORREGIAO I,33004,MÉDIO PARAÍBA,330440,3304409,RIO CLARO
SUDESTE,RJ,3312,MACRORREGIAO I,33004,MÉDIO PARAÍBA,330450,3304508,RIO DAS FLORES
SUDESTE,RJ,3310,MACRORREGIAO III,33002,BAIXADA LITORÂNEA,330452,3304524,RIO DAS OSTRAS
SUDESTE,RJ,3311,MACRORREGIAO II,33005,METROPOLITANA I,330455,3304557,RIO DE JANEIRO
SUDESTE,RJ,3311,MACRORREGIAO II,33009,SERRANA,330460,3304607,SANTA MARIA MADALENA
